Category;Description;Nutrient Data Bank Number;Data,Alpha Carotene;Data,Ash;Data,Beta Carotene;Data,Beta Cryptoxanthin;Data,Carbohydrate;Data,Cholesterol;Data,Choline;Data,Fiber;Data,Kilocalories;Data,Lutein and Zeaxanthin;Data,Lycopene;Data,Manganese;Data,Niacin;Data,Pantothenic Acid;Data,Protein;Data,Refuse Percentage;Data,Retinol;Data,Riboflavin;Data,Selenium;Data,Sugar Total;Data,Thiamin;Data,Water;Data,Fat,Monosaturated Fat;Data,Fat,Polysaturated Fat;Data,Fat,Saturated Fat;Data,Fat,Total Lipid;Data,Household Weights,1st Household Weight;Data,Household Weights,1st Household Weight Description;Data,Household Weights,2nd Household Weight;Data,Household Weights,2nd Household Weight Description;Data,Major Minerals,Calcium;Data,Major Minerals,Copper;Data,Major Minerals,Iron;Data,Major Minerals,Magnesium;Data,Major Minerals,Phosphorus;Data,Major Minerals,Potassium;Data,Major Minerals,Sodium;Data,Major Minerals,Zinc;Data,Vitamins,Vitamin A - IU;Data,Vitamins,Vitamin A - RAE;Data,Vitamins,Vitamin B12;Data,Vitamins,Vitamin B6;Data,Vitamins,Vitamin C;Data,Vitamins,Vitamin E;Data,Vitamins,Vitamin K
CREAM;CREAM,WHIPPED,CRM TOPPING,PRESSURIZED;1054,00;0,00;0,05;43,00;0,00;0,53;76,00;17,00;0,00;257,00;0,00;0,00;0,00;0,00;0,21;0,13;0,00;184,00;0,07;0,04;0,33;0,04;2,56;6418,00;0,57;13831,00;0,93;2,50;1 cup;3,00;1 tbsp;101,00;0,00;0,00;11,00;89,00;147,00;130,00;0,03;685,00;188,00;0,02;0,04;0,00;0,04;0,05
CREAM;CREAM,SOUR,RED FAT,CULTURED;1055,00;0,00;0,05;23,00;0,00;0,18;39,00;19,00;0,00;135,00;0,00;0,00;0,00;0,07;0,25;0,15;0,00;100,00;0,10;0,08;0,16;0,04;3,34;3466,00;0,31;0,32;0,50;10,08;1 cup;15,00;1 tbsp;104,00;0,02;0,00;10,00;95,00;129,00;41,00;0,00;372,00;102,00;0,00;0,02;0,01;0,02;0,00
CREAM;CREAM,SOUR,CULTURED;1056,00;0,00;0,06;26,00;0,00;0,14;52,00;19,00;0,00;193,00;0,00;0,00;0,01;0,08;0,23;0,09;0,00;160,00;0,12;0,09;0,13;0,04;3,12;5068,00;0,06;11507,00;0,84;9,58;1 cup;12,00;1 tbsp;110,00;0,02;0,01;10,00;115,00;141,00;80,00;0,03;576,00;162,00;0,02;0,06;0,01;0,03;0,05
No Category;EGGNOG;1057,00;0,00;0,01;6,00;1,00;0,58;59,00;52,00;0,00;135,00;54,00;0,00;0,01;0,07;0,29;0,18;0,00;45,00;0,01;0,17;8409999847,00;0,03;3,11;2233,00;0,24;4443,00;0,33;10,58;1 cup;32,00;1 fl oz;130,00;0,01;0,00;19,00;109,00;165,00;54,00;0,03;161,00;46,00;0,03;0,00;0,05;0,00;0,00
SOUR DRSNG;SOUR DRSNG,NON-BUTTERFAT,CULTURED,FILLED CREAM-TYPE;1058,00;0,00;0,05;0,00;0,00;0,21;5,00;15,00;0,00;178,00;0,00;0,00;0,00;0,07;0,28;0,14;0,00;3,00;0,11;0,09;4679999828,00;0,04;74,79;1958,00;0,33;13272,00;0,71;9,79;1 cup;12,00;1 tbsp;113,00;0,00;0,00;10,00;87,00;162,00;48,00;0,03;10,00;3,00;0,02;0,02;0,01;0,07;0,17
MILK;MILK,FILLED,FLUID,W/BLEND OF HYDR VEG OILS;1059,00;0,00;0,01;0,00;0,00;0,22;2,00;0,00;0,00;63,00;0,00;0,00;0,00;0,09;0,21;0,15;0,00;2,00;0,09;0,08;0,00;0,00;87,67;1783,00;0,05;0,53;0,16;10,17;1 cup;976,00;1 quart;128,00;0,00;0,00;13,00;97,00;139,00;57,00;0,03;7,00;2,00;0,02;0,00;0,01;0,00;0,00
MILK;MILK,FILLED,FLUID,W/LAURIC ACID OIL;1060,00;0,00;0,01;0,00;0,00;0,22;2,00;15,00;0,00;63,00;0,00;0,00;0,00;0,09;0,21;0,15;0,00;2,00;0,09;0,08;4739999771,00;0,00;87,73;0,00;0,00;3101,00;0,13;10,17;1 cup;30,00;1 fl oz;128,00;0,00;0,00;13,00;97,00;139,00;57,00;0,03;7,00;2,00;0,02;0,00;0,01;0,01;0,01
CREAM SUB;CREAM SUB,LIQ,W/HYDR VEG OIL&SOY PROT;1067,00;0,00;0,03;9,00;0,00;0,48;0,00;0,00;0,00;136,00;0,00;0,00;0,00;0,00;0,00;0,04;0,00;0,00;0,00;0,04;1138000011,00;0,00;3,23;7551,00;0,03;1937,00;0,44;10,00;1 cup;30,00;1 fl oz;9,00;0,00;0,00;0,00;64,00;191,00;79,00;0,00;15,00;1,00;0,00;0,00;0,00;0,06;0,09
CREAM SUB;CREAM SUB,LIQ,W/LAURIC ACID OIL&NA CASEINATE;1068,00;0,00;0,03;0,00;0,00;0,48;0,00;0,00;0,00;136,00;0,00;0,00;0,00;0,00;0,00;0,04;0,00;0,00;0,00;0,04;0,00;0,00;3,23;0,07;0,00;9304,00;0,44;0,63;1 container,  individual;120,00;,5 cup;9,00;0,03;0,00;0,00;64,00;191,00;79,00;0,00;89,00;4,00;0,00;0,00;0,00;0,00;0,00
CREAM SUBSTITUTE;CREAM SUBSTITUTE,POWDERED;1069,00;0,00;0,13;20,00;0,00;54,88;0,00;2,00;0,00;545,00;0,00;0,00;0,02;0,00;0,00;0,22;0,00;0,00;0,11;0,00;5488000107,00;0,00;0,10;0,67;0,01;32525,00;1,49;3,92;1 cup;2,00;1 tsp;22,00;0,08;0,05;4,00;422,00;812,00;181,00;0,04;33,00;2,00;0,00;0,00;0,00;0,04;0,34
DESSERT TOPPING;DESSERT TOPPING,POWDERED;1070,00;0,00;0,05;108,00;0,00;2,20;0,00;0,00;0,00;577,00;0,00;0,00;0,16;0,00;0,00;0,17;0,00;0,00;0,00;0,00;5254000092,00;0,00;0,07;0,00;0,31;36723,00;39,92;1,75;1,5 oz;1,00;1 portion,  amount to make 1 tbsp;17,00;0,08;0,00;7,00;74,00;166,00;122,00;0,01;180,00;9,00;0,00;0,00;0,00;0,08;0,38
DESSERT TOPPING;DESSERT TOPPING,PDR,1,5 OZ PREP W/1/2 CUP MILK;1071,00;0,00;0,06;32,00;0,00;0,70;10,00;11,00;0,00;188,00;0,00;0,00;0,01;0,00;0,16;0,13;0,00;21,00;0,08;0,17;1653000069,00;0,03;66,65;0,59;0,14;10684,00;0,53;3,33;1 cup;4,00;1 tbsp;90,00;0,01;0,00;10,00;86,00;151,00;66,00;0,02;122,00;23,00;0,02;0,00;0,00;0,03;0,09
DESSERT TOPPING;DESSERT TOPPING,PRESSURIZED;1072,00;0,00;0,02;47,00;0,00;0,67;0,00;0,00;0,00;264,00;0,00;0,00;0,05;0,00;0,00;0,07;0,00;0,00;0,00;0,05;1606999969,00;0,00;2,53;1927,00;0,17;18912,00;0,92;2,92;1 cup;4,00;1 tbsp;5,00;0,02;0,00;1,00;18,00;19,00;62,00;0,00;78,00;4,00;0,00;0,00;0,00;0,06;0,21
DESSERT TOPPING;DESSERT TOPPING,SEMI SOLID,FRZ;1073,00;0,00;0,01;86,00;0,00;0,96;0,00;0,00;0,00;318,00;0,00;0,00;0,06;0,00;0,00;0,06;0,00;0,00;0,00;0,08;2304999924,00;0,00;2,10;1616,00;0,36;21783,00;1,06;3,13;1 cup;4,00;1 tbsp;6,00;0,00;0,01;2,00;8,00;18,00;25,00;0,00;143,00;7,00;0,00;0,00;0,00;0,07;0,25
SOUR CRM;SOUR CRM,IMITN,CULTURED;1074,00;0,00;0,00;0,00;0,00;0,29;0,00;0,00;0,00;208,00;0,00;0,00;0,01;0,00;0,00;0,09;0,00;0,00;0,00;0,09;6630000114,00;0,00;2,97;0,41;0,06;17791,00;0,83;9,58;1 cup;28,00;1 oz;3,00;0,06;0,03;6,00;45,00;161,00;102,00;0,05;0,00;0,00;0,00;0,00;0,00;0,05;0,17
MILK SUBSTITUTES;MILK SUBSTITUTES,FLUID W/HYDR VEG OILS;1075,00;0,00;0,00;0,00;0,00;0,26;0,00;0,00;0,00;61,00;0,00;0,00;0,10;0,00;0,00;0,09;0,00;0,00;0,09;0,05;6159999847,00;0,01;3,68;1998,00;0,34;0,53;0,15;10,17;1 cup;30,00;1 fl oz;33,00;0,05;0,03;6,00;74,00;114,00;78,00;0,05;0,00;0,00;0,00;0,00;0,00;0,02;0,01
MILK SUBSTITUTES;MILK SUBSTITUTES,FLUID,W/LAURIC ACID OIL;1076,00;0,00;0,00;0,00;0,00;0,26;0,00;0,00;0,00;61,00;0,00;0,00;0,10;0,00;0,00;0,09;0,00;0,00;0,09;0,05;0,00;0,01;3,68;0,12;0,01;3037,00;0,15;10,17;1 cup;976,00;1 quart;33,00;0,05;0,03;6,00;74,00;114,00;78,00;0,05;0,00;0,00;0,00;0,00;0,00;0,00;0,00
MILK;MILK,WHL,3,25% MILKFAT;1077,00;0,00;0,05;5,00;0,00;0,20;10,00;14,00;0,00;60,00;0,00;0,00;0,00;0,07;0,25;0,14;0,00;28,00;0,13;0,13;5260000229,00;0,04;3,69;0,56;0,14;1865,00;0,14;10,17;1 cup;15,00;1 tbsp;113,00;0,01;0,00;10,00;91,00;143,00;40,00;0,00;102,00;28,00;0,03;0,04;0,00;0,00;0,00
MILK;MILK,PRODUCER,FLUID,3,7% MILKFAT;1078,00;0,00;0,05;0,00;0,00;0,21;14,00;0,00;0,00;64,00;0,00;0,00;0,00;0,08;0,22;0,14;0,00;31,00;0,11;0,08;0,00;0,04;87,69;1057,00;0,09;2278,00;0,17;10,17;1 cup;976,00;1 quart;119,00;0,00;0,00;13,00;93,00;151,00;49,00;0,03;138,00;33,00;0,03;0,04;0,05;0,00;0,00
MILK;MILK,RED FAT,FLUID,2%MILKFAT,W/ADDED VIT A;1079,00;0,00;0,05;3,00;0,00;0,21;8,00;16,00;0,00;50,00;0,00;0,00;0,00;0,09;0,25;0,13;0,00;55,00;0,13;0,09;5059999943,00;0,04;3,73;0,04;0,07;1257,00;0,11;10,17;1 cup;30,00;1 fl oz;117,00;0,01;0,00;11,00;94,00;150,00;41,00;0,03;189,00;55,00;0,03;0,04;0,00;0,00;0,00
MILK;MILK,RED FAT,FLUID,2% MILKFAT,W/ NONFAT MILK SOL&VIT A;1080,00;0,00;0,05;0,00;0,00;0,23;8,00;0,00;0,00;51,00;0,00;0,00;0,00;0,01;0,23;0,16;0,00;55,00;0,12;0,09;0,00;0,00;88,86;0,39;0,07;1195,00;0,11;10,21;1 cup;980,00;1 quart;128,00;0,01;0,00;14,00;100,00;162,00;52,00;0,00;204,00;56,00;0,03;0,05;0,04;0,00;0,00
MILK;MILK,RED FAT,FLUID,2% MILKFAT,PROT FORT,W/ VIT A;1081,00;0,00;0,06;3,00;0,00;0,24;8,00;0,00;0,00;56,00;0,00;0,00;0,00;0,07;0,26;0,19;0,00;0,00;0,13;0,09;5260000229,00;0,05;87,71;0,40;0,07;1232,00;0,11;10,25;1 cup;984,00;1 quart;143,00;0,01;0,00;16,00;112,00;182,00;59,00;0,03;5,00;0,00;0,03;0,05;0,04;0,00;0,00
MILK;MILK,LOWFAT,FLUID,1% MILKFAT,W/ VIT A;1082,00;0,00;0,05;2,00;0,00;0,24;5,00;18,00;0,00;42,00;0,00;0,00;0,00;0,09;0,25;0,15;0,00;58,00;0,13;0,13;5199999809,00;0,00;89,92;0,19;0,04;0,44;0,07;10,17;1 cup;30,00;1 fl oz;119,00;0,00;0,00;11,00;95,00;150,00;44,00;0,03;196,00;58,00;0,03;0,04;0,00;0,00;0,00
MILK;MILK,LOWFAT,FLUID,1% MILKFAT,W/ NONFAT MILK SOL&VIT A;1083,00;0,00;0,05;0,00;0,00;0,23;4,00;0,00;0,00;43,00;0,00;0,00;0,00;0,01;0,23;0,16;0,00;58,00;0,12;0,09;0,00;0,00;89,81;0,02;0,04;0,42;0,07;10,21;1 cup;980,00;1 quart;128,00;0,00;0,00;14,00;100,00;162,00;52,00;0,00;204,00;59,00;0,03;0,05;0,04;0,00;0,00
MILK;MILK,LOWFAT,FLUID,1% MILKFAT,PROT FORT,W/ VIT A;1084,00;0,00;0,06;0,00;0,00;0,24;4,00;0,00;0,00;48,00;0,00;0,00;0,00;0,00;0,26;0,19;0,00;61,00;0,13;0,09;0,00;0,05;88,74;0,23;0,04;0,51;0,05;10,25;1 cup;984,00;1 quart;142,00;0,00;0,00;16,00;111,00;180,00;58,00;0,03;203,00;61,00;0,03;0,00;0,04;0,00;0,00
MILK;MILK,NONFAT,FLUID,W/ VIT A (FAT FREE OR SKIM);1085,00;0,00;0,05;0,00;0,00;0,23;2,00;16,00;0,00;34,00;0,00;0,00;0,00;0,09;0,25;0,15;0,00;61,00;0,13;0,13;5090000153,00;0,05;90,84;0,02;0,00;0,05;0,01;10,21;1 cup;31,00;1 fl oz;125,00;0,01;0,00;11,00;101,00;156,00;42,00;0,03;204,00;61,00;0,04;0,04;0,00;0,00;0,00
MILK;MILK,NONFAT,FLUID,W/ NONFAT MILK SOL&VIT A (FAT FREE/SKIM);1086,00;0,00;0,05;0,00;0,00;0,21;2,00;16,00;0,00;37,00;0,00;0,00;0,00;0,09;0,24;0,16;0,00;61,00;0,12;0,08;5019999981,00;0,04;3,78;0,07;0,01;0,11;0,02;10,21;1 cup;31,00;1 fl oz;129,00;0,01;0,00;15,00;104,00;171,00;53,00;0,03;203,00;61,00;0,03;0,05;0,04;0,00;0,00
MILK;MILK,NONFAT,FLUID,PROT FORT,W/ VIT A (FAT FREE/SKIM);1087,00;0,00;0,06;0,00;0,00;0,25;2,00;0,00;0,00;41,00;0,00;0,00;0,00;0,07;0,26;0,19;0,00;61,00;0,13;0,09;0,00;0,05;3,73;0,07;0,01;0,11;0,02;10,25;1 cup;984,00;1 quart;143,00;0,01;0,00;16,00;112,00;182,00;59,00;0,03;203,00;61,00;0,03;0,00;0,04;0,00;0,00
MILK;MILK,BTTRMLK,FLUID,CULTURED,LOWFAT;1088,00;0,00;0,06;1,00;0,00;0,22;4,00;16,00;0,00;40,00;0,00;0,00;0,00;0,06;0,19;0,15;0,00;7,00;0,11;0,08;4789999962,00;0,03;3,76;0,18;0,03;0,38;0,06;10,21;1 cup;31,00;1 fl oz;116,00;0,01;0,00;11,00;89,00;151,00;105,00;0,03;26,00;7,00;0,02;0,03;0,04;0,00;0,00
MILK;MILK,LOW SODIUM,FLUID;1089,00;0,00;0,05;6,00;0,00;0,20;14,00;16,00;0,00;61,00;0,00;0,00;0,00;0,04;0,21;0,13;0,00;28,00;0,07;0,08;4460000038,00;0,00;3,67;0,69;0,09;2154,00;0,16;10,17;1 cup;30,00;1 fl oz;101,00;0,00;0,00;5,00;86,00;253,00;3,00;0,03;103,00;28,00;0,03;0,03;0,01;0,00;0,00
MILK;MILK,DRY,WHOLE;1090,00;0,00;0,26;43,00;0,00;1,61;97,00;119,00;0,00;496,00;0,00;0,00;0,00;0,45;2271,00;1,11;0,00;253,00;1205,00;0,67;3841999817,00;0,20;0,12;7924,00;0,46;16742,00;26,71;5,33;1 cup;32,00;,25 cup;912,00;0,01;0,03;85,00;776,00;1330,00;371,00;0,15;915,00;257,00;0,14;0,21;0,34;0,03;0,05
MILK;MILK,DRY,NONFAT,REG,WO/ VIT A;1091,00;0,00;0,36;1,00;0,00;51,98;20,00;169,00;0,00;362,00;0,00;0,00;0,00;0,66;3568,00;1,51;0,00;6,00;0,08;1,13;5197999954,00;0,29;0,14;0,14;0,00;0,35;0,05;5,00;1 cup;30,00;,25 cup;1257,00;0,04;0,02;110,00;968,00;1794,00;535,00;0,17;22,00;6,00;0,17;0,25;0,26;0,00;0,00
MILK;MILK,DRY,NONFAT,INST,W/ VIT A;1092,00;0,00;0,34;1,00;0,00;2,18;18,00;168,00;0,00;358,00;0,00;0,00;0,00;0,62;3235,00;1,46;0,00;709,00;1744,00;1,13;5218999863,00;0,29;0,19;0,13;0,03;0,32;0,05;2,83;1 cup;91,00;1 envelope,  (1-1/3 cup);1231,00;0,04;0,02;117,00;985,00;1705,00;549,00;0,20;2365,00;709,00;0,19;0,24;0,21;0,00;0,00
MILK;MILK,DRY,NONFAT,CA RED;1093,00;0,00;0,30;0,00;0,00;2,13;2,00;0,00;0,00;354,00;0,00;0,00;0,01;0,46;3312,00;1,46;0,00;1,00;1642,00;1,13;0,00;0,11;0,17;0,06;0,01;0,09;0,00;1,19;1 oz;113,00;,25 lb;280,00;0,02;0,02;60,00;1011,00;680,00;2280,00;0,17;8,00;2,00;0,19;0,21;0,25;0,00;0,00
MILK;MILK,BUTTERMILK,DRIED;1094,00;0,00;0,36;9,00;0,00;2,04;69,00;119,00;0,00;387,00;0,00;0,00;0,02;0,61;0,14;1,42;0,00;48,00;1579,00;0,84;2,04;0,27;0,15;1669,00;0,15;3598,00;0,26;5,00;1 cup;6,00;1 tbsp;1184,00;0,08;0,00;110,00;933,00;1592,00;517,00;0,17;175,00;49,00;0,18;0,23;0,21;0,00;0,00
MILK;MILK,CND,COND,SWTND;1095,00;0,00;0,10;14,00;0,00;2,25;34,00;89,00;0,00;321,00;0,00;0,00;0,01;0,01;0,05;0,35;0,00;73,00;0,29;0,59;5440000153,00;0,01;1,14;2427,00;0,23;5486,00;0,34;12,75;1 cup;38,00;1 fl oz;284,00;0,02;0,01;26,00;253,00;371,00;127,00;0,07;267,00;74,00;0,03;0,05;0,09;0,01;0,00
MILK;MILK,CND,EVAP,WO/ VIT A;1096,00;0,00;0,08;12,00;0,00;0,42;29,00;32,00;0,00;134,00;0,00;0,00;0,01;0,13;0,44;0,31;0,00;64,00;0,22;0,09;1003999996,00;0,05;3,09;2335,00;0,17;4591,00;0,33;10,50;1 cup;32,00;1 fl oz;261,00;0,02;0,01;24,00;203,00;303,00;106,00;0,05;233,00;65,00;0,01;0,00;0,05;0,01;0,00
MILK;MILK,CND,EVAP,NONFAT;1097,00;0,00;0,05;0,00;0,00;0,48;4,00;25,00;0,00;78,00;0,00;0,00;0,01;0,12;0,51;0,33;0,00;118,00;0,21;0,09;1135000038,00;0,05;3,29;0,06;0,01;0,08;0,00;10,67;1 cup;32,00;1 fl oz;290,00;0,02;0,02;27,00;195,00;332,00;115,00;0,01;394,00;118,00;0,02;0,06;0,04;0,00;0,00
MILK;MILK,CHOC,FLUID,COMM,;1102,00;0,00;0,01;5,00;0,00;0,44;12,00;17,00;0,80;83,00;0,00;0,00;0,08;0,09;0,20;0,14;0,00;26,00;0,11;0,05;9539999962,00;0,04;3,42;0,07;0,09;2104,00;0,15;10,42;1 cup;31,00;1 fl oz;112,00;0,07;0,02;13,00;101,00;167,00;60,00;0,03;95,00;26,00;0,02;0,00;0,01;0,00;0,00
MILK;MILK,CHOC,FLUID,COMM,RED FAT;1103,00;0,00;0,06;11,00;0,00;0,51;8,00;17,00;0,70;76,00;0,00;0,00;0,06;0,11;0,37;0,15;0,00;63,00;0,13;0,13;9550000191,00;0,05;3,43;0,32;0,09;1177,00;0,05;10,42;1 cup;31,00;1 fl oz;109,00;0,08;0,02;14,00;102,00;169,00;66,00;0,03;227,00;64,00;0,02;0,02;0,00;0,00;0,00
MILK;MILK,CHOC,FLUID,COMM,LOWFAT;1104,00;0,00;0,06;2,00;0,00;0,45;3,00;17,00;0,00;63,00;0,00;0,00;0,08;0,09;0,21;0,14;0,00;58,00;0,12;0,05;993999958,00;0,04;3,50;0,00;0,04;0,43;0,04;10,42;1 cup;1000,00;1 quart;115,00;0,07;0,02;13,00;103,00;170,00;61,00;0,03;196,00;58,00;0,02;0,04;0,01;0,00;0,00
MILK;MILK,CHOC BEV,HOT COCOA,HOMEMADE;1105,00;0,00;0,05;3,00;0,00;0,46;8,00;0,00;0,04;77,00;0,00;0,00;0,01;0,09;0,23;0,16;0,00;51,00;0,13;0,09;9670000076,00;0,04;3,46;0,47;0,03;1431,00;0,11;10,42;1 cup;31,00;1 fl oz;105,00;0,07;0,03;23,00;105,00;197,00;44,00;0,04;175,00;51,00;0,03;0,00;0,00;0,00;0,00
MILK;MILK,GOAT,FLUID;1106,00;0,00;0,06;7,00;0,00;0,20;11,00;16,00;0,00;69,00;0,00;0,00;0,02;0,19;0,02;0,16;0,00;56,00;0,10;0,04;4449999809,00;0,05;3,63;1109,00;0,10;2667,00;0,18;10,17;1 cup;30,00;1 fl oz;134,00;0,05;0,00;14,00;111,00;204,00;50,00;0,00;198,00;57,00;0,00;0,05;0,04;0,00;0,00
MILK;MILK,HUMAN,MATURE,FLUID;1107,00;0,00;0,00;7,00;0,00;0,31;14,00;16,00;0,00;70,00;0,00;0,00;0,03;0,12;0,15;0,04;0,00;60,00;0,04;0,05;6889999866,00;0,01;3,63;1658,00;0,35;2009,00;0,19;10,25;1 cup;31,00;1 fl oz;32,00;0,05;0,00;3,00;14,00;51,00;17,00;0,01;212,00;61,00;0,00;0,01;0,21;0,01;0,00
MILK;MILK,INDIAN BUFFALO,FLUID;1108,00;0,00;0,05;0,00;0,00;0,22;19,00;0,00;0,00;97,00;0,00;0,00;0,02;0,09;0,13;0,18;0,00;53,00;0,09;0,00;0,00;0,05;3,49;1787,00;0,10;4597,00;0,31;10,17;1 cup;976,00;1 quart;169,00;0,05;0,01;31,00;117,00;178,00;52,00;0,02;178,00;53,00;0,03;0,02;0,09;0,00;0,00
MILK;MILK,SHEEP,FLUID;1109,00;0,00;0,07;0,00;0,00;0,23;27,00;0,00;0,00;108,00;0,00;0,00;0,02;0,29;0,28;0,28;0,00;44,00;0,25;0,05;0,00;0,07;3,34;1724,00;0,21;4603,00;0,29;10,21;1 cup;980,00;1 quart;193,00;0,05;0,00;18,00;158,00;137,00;44,00;0,04;147,00;44,00;0,05;0,00;0,17;0,00;0,00
MILK SHAKES;MILK SHAKES,THICK CHOC;1110,00;0,00;0,01;4,00;0,00;0,89;11,00;0,00;0,30;119,00;0,00;0,00;0,04;0,09;0,25;0,13;0,00;18,00;0,15;0,05;2085000038,00;0,05;3,00;0,05;0,00;1681,00;0,09;1,19;1 fl oz;300,00;1 container,  (10,6 oz);132,00;0,07;0,02;16,00;126,00;224,00;111,00;0,03;67,00;18,00;0,02;0,03;0,00;0,00;0,00
MILK SHAKES;MILK SHAKES,THICK VANILLA;1111,00;0,00;0,06;5,00;0,00;0,76;12,00;0,00;0,00;112,00;0,00;0,00;0,01;0,10;0,26;0,18;0,00;25,00;0,14;0,09;0,76;0,00;3,11;0,61;0,08;1886,00;0,13;1,19;1 fl oz;313,00;1 container,  (11 oz);146,00;0,05;0,00;12,00;115,00;183,00;95,00;0,03;91,00;25,00;0,04;0,04;0,00;0,00;0,00
WHEY;WHEY,ACID,FLUID;1112,00;0,00;0,04;0,00;0,00;0,22;1,00;16,00;0,00;24,00;0,00;0,00;0,00;0,08;0,26;0,05;0,00;2,00;0,01;0,05;5119999886,00;0,04;3,90;0,03;0,00;0,06;0,01;10,25;1 cup;984,00;1 quart;103,00;0,00;0,01;10,00;78,00;143,00;48,00;0,03;7,00;2,00;0,01;0,04;0,00;0,00;0,00
WHEY;WHEY,ACID,DRIED;1113,00;0,00;0,47;1,00;0,00;3,07;3,00;225,00;0,00;339,00;0,00;0,00;0,02;0,05;5632,00;0,51;0,00;17,00;0,09;1,13;7344999695,00;0,43;0,16;0,10;0,02;0,24;0,04;2,38;1 cup;3,00;1 tbsp;2054,00;0,00;0,06;199,00;1349,00;2289,00;968,00;0,27;59,00;17,00;0,09;0,04;0,01;0,00;0,00
WHEY;WHEY,SWEET,FLUID;1114,00;0,00;0,04;1,00;0,00;0,22;2,00;16,00;0,00;27,00;0,00;0,00;0,00;0,07;0,27;0,06;0,00;3,00;0,11;0,05;5139999866,00;0,04;3,88;0,00;0,01;0,02;0,03;10,25;1 cup;984,00;1 quart;47,00;0,00;0,00;8,00;46,00;161,00;54,00;0,01;12,00;3,00;0,02;0,03;0,00;0,00;0,00
WHEY;WHEY,SWEET,DRIED;1115,00;0,00;0,36;2,00;0,00;3,12;6,00;225,00;0,00;353,00;0,00;0,00;0,01;1258,00;0,25;0,56;0,00;8,00;2208,00;1,13;7445999908,00;0,36;0,14;0,21;0,03;0,48;0,05;6,04;1 cup;8,00;1 tbsp;796,00;0,00;0,06;176,00;932,00;2080,00;1079,00;0,11;30,00;8,00;0,11;0,41;0,05;0,00;0,00
YOGURT;YOGURT,PLN,WHL MILK,8 GRAMS PROT PER 8 OZ;1116,00;0,00;0,05;5,00;0,00;0,21;13,00;15,00;0,00;61,00;0,00;0,00;0,00;0,08;0,27;0,16;0,00;27,00;0,10;0,08;4659999847,00;0,03;3,63;0,62;0,09;2096,00;0,14;10,21;1 cup,  (8 fl oz);227,00;1 container,  (8 oz);121,00;0,01;0,00;12,00;95,00;155,00;46,00;0,04;99,00;27,00;0,03;0,03;0,00;0,00;0,00
YOGURT;YOGURT,PLN,LOFAT,12 GRAMS PROT PER 8 OZ;1117,00;0,00;0,05;2,00;0,00;0,29;6,00;15,00;0,00;63,00;0,00;0,00;0,00;0,08;0,41;0,23;0,00;14,00;0,15;0,13;7039999962,00;0,04;3,55;0,30;0,04;0,04;0,08;10,21;1 cup,  (8 fl oz);227,00;1 container,  (8 oz);183,00;0,01;0,01;17,00;144,00;234,00;70,00;0,06;51,00;14,00;0,04;0,05;0,01;0,00;0,00
YOGURT;YOGURT,PLN,SKIM MILK,13 GRAMS PROT PER 8 OZ;1118,00;0,00;0,05;0,00;0,00;0,34;2,00;15,00;0,00;56,00;0,00;0,00;0,01;0,09;0,45;0,26;0,00;2,00;0,16;0,13;7679999828,00;0,05;3,56;0,05;0,01;0,08;0,01;10,21;1 cup,  (8 fl oz);227,00;1 container,  (8 oz);199,00;0,02;0,01;19,00;157,00;255,00;77,00;0,07;7,00;2,00;0,04;0,05;0,01;0,00;0,00
YOGURT;YOGURT,VANILLA,LOFAT,11 GRAMS PROT PER 8 OZ;1119,00;0,00;0,04;2,00;0,00;0,55;5,00;15,00;0,00;85,00;0,00;0,00;0,00;0,07;0,38;0,23;0,00;12,00;0,14;0,17;1380000019,00;0,04;3,29;0,24;0,04;0,56;0,06;10,21;1 cup,  (8 fl oz);227,00;1 container,  (8 oz);171,00;0,01;0,00;16,00;135,00;219,00;66,00;0,06;43,00;12,00;0,04;0,05;0,01;0,00;0,00
YOGURT;YOGURT,FRUIT,LOFAT,9 GRAMS PROT PER 8 OZ;1120,00;0,00;0,06;2,00;0,00;0,79;5,00;15,00;0,00;99,00;0,00;0,00;0,06;0,09;0,31;0,19;0,00;11,00;0,11;0,09;1863999939,00;0,03;3,13;0,22;0,03;0,52;0,05;10,21;1 cup,  (8 fl oz);125,00;1 container,  (4,4 oz);138,00;0,08;0,00;13,00;109,00;177,00;53,00;0,05;40,00;11,00;0,03;0,04;0,00;0,00;0,00
YOGURT;YOGURT,FRUIT,LOFAT,10 GRAMS PROT PER 8 OZ;1121,00;0,00;0,04;2,00;0,00;0,80;4,00;14,00;0,00;102,00;0,00;0,00;0,07;0,10;0,34;0,19;0,00;10,00;0,12;0,13;1904999924,00;0,04;3,12;0,21;0,03;0,48;0,05;10,21;1 cup,  (8 fl oz);170,00;1 container,  (6 oz);152,00;0,01;0,00;15,00;119,00;195,00;58,00;0,05;36,00;10,00;0,03;0,00;0,00;0,00;0,00
YOGURT;YOGURT,FRUIT,LOFAT,11 GRAMS PROT PER 8 OZ;1122,00;0,00;0,04;0,00;0,00;0,75;6,00;0,00;0,00;105,00;0,00;0,00;0,07;0,07;0,38;0,23;0,00;0,00;0,14;0,13;0,00;0,04;3,08;0,27;0,00;0,63;0,07;9,46;1 container,  (8 oz);113,00;,5 container,  (4 oz);169,00;0,01;0,00;16,00;133,00;216,00;65,00;0,06;60,00;0,00;0,04;0,05;0,00;0,00;0,00
